Virtual User Script started at: 07-02-2020 15:33:11
Starting action vuser_init.
Web Turbo Replay of LoadRunner 12.60.0 for Windows 10; build 971 (Aug 09 2018 11:27:13)  	[MsgId: MMSG-26983]
Action.c(76): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(76): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(78): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(78): web_add_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(81): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(81): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(83): web_url("favicon.ico") started  	[MsgId: MMSG-26355]
Action.c(83): Resource "http://10.100.22.24:8181/favicon.ico" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(93): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(93): web_concurrent_end was successful  	[MsgId: MMSG-26392]
Action.c(95): Notify: Transaction "01_OpenApplication" ended with a "Pass" status (Duration: 1.2897 Wasted Time: 0.1177).
Action.c(102): web_remove_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(102): Warning -26590: web_remove/revert_auto_header for "Accept" had no effect  	[MsgId: MWAR-26590]
Action.c(102): web_remove/revert_auto_header("Accept") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(104): web_add_auto_header("Accept-Encoding") started  	[MsgId: MMSG-26355]
Action.c(104): web_add_auto_header("Accept-Encoding") was successful  	[MsgId: MMSG-26392]
Action.c(107): web_add_auto_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
Action.c(107): web_add_auto_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
Action.c(110): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(110): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(113): web_custom_request("token") started  	[MsgId: MMSG-26355]
Action.c(113): web_custom_request("token") was successful, 328 body bytes, 526 header bytes  	[MsgId: MMSG-26386]
Action.c(124): web_custom_request("CHES4QEStwFBUEE5MWJGVmNFemtkQlRjaU1GSUtpT01oY0lUa2RpVFRuTkpiSFdzcXE2MFdFU1ItRTgxcjc5VjVWNU9sQ2kzTVY1aEQ2Umk5S0NLdDR6Y0FRNTlSMXJ3Z2U0Y2J3OHdJaWZHOTJTekVPX20xdkkxMGFBWkFQazE3MnFDclZCOEtDSEFkd25oTEZjV3U0") started  	[MsgId: MMSG-26355]
Action.c(124): Redirecting "https://clients4.google.com/invalidation/android/request/CHES4QEStwFBUEE5MWJGVmNFemtkQlRjaU1GSUtpT01oY0lUa2RpVFRuTkpiSFdzcXE2MFdFU1ItRTgxcjc5VjVWNU9sQ2kzTVY1aEQ2Umk5S0NLdDR6Y0FRNTlSMXJ3Z2U0Y2J3OHdJaWZHOTJTekVPX20xdkkxMGFBWkFQazE3MnFDclZCOEtDSEFkd25oTEZjV3U0d0xmN0k1THZsemtiSXpsMF9qM2lFMWhKdlVCSm8wTDZaX28weFBlZVEaACoCCAAyH2NvbS5nb29nbGUuY2hyb21lLmludmFsaWRhdGlvbnM" (redirection depth is 0)  	[MsgId: MMSG-26694]
Action.c(124): To location "https://accounts.google.com/ServiceLogin?passive=1209600"  	[MsgId: MMSG-26693]
Action.c(124): web_custom_request("CHES4QEStwFBUEE5MWJGVmNFemtkQlRjaU1GSUtpT01oY0lUa2RpVFRuTkpiSFdzcXE2MFdFU1ItRTgxcjc5VjVWNU9sQ2kzTVY1aEQ2Umk5S0NLdDR6Y0FRNTlSMXJ3Z2U0Y2J3OHdJaWZHOTJTekVPX20xdkkxMGFBWkFQazE3MnFDclZCOEtDSEFkd25oTEZjV3U0") was successful, 421910 body bytes, 1598 header bytes  	[MsgId: MMSG-26386]
Action.c(136): Notify: Transaction "02_Login" started.
Action.c(139): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(139): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(142): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(142): web_add_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(145): web_add_auto_header("Accept-Encoding") started  	[MsgId: MMSG-26355]
Action.c(145): web_add_auto_header("Accept-Encoding") was successful  	[MsgId: MMSG-26392]
Action.c(148): web_add_header("Cache-Control") started  	[MsgId: MMSG-26355]
Action.c(148): web_add_header("Cache-Control") was successful  	[MsgId: MMSG-26392]
Action.c(151): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(151): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(154): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(154): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(157): web_submit_data("authenticate") started  	[MsgId: MMSG-26355]
Action.c(157): Redirecting "http://10.100.22.24:8181/signal/login/authenticate" (redirection depth is 0)  	[MsgId: MMSG-26694]
Action.c(157): To location "http://10.100.22.24:8181/signal/"  	[MsgId: MMSG-26693]
Action.c(157): Registered web_reg_find successful for "Text=Dashboard" (count=8)  	[MsgId: MMSG-26364]
Action.c(157): web_submit_data("authenticate") was successful, 78510 body bytes, 536 header bytes, 85 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(170): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(170): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(172): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(172): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(174): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(174): web_add_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(177): web_add_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(177): web_add_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(180): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(180): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(182): web_url("date_picker_template.hbs") started  	[MsgId: MMSG-26355]
Action.c(182): Resource "http://10.100.22.24:8181/signal/assets/app/pvs/hbs-templates/date_picker_template.hbs" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(195): web_url("en.json") started  	[MsgId: MMSG-26355]
Action.c(195): Registering web_url("en.json") was successful  	[MsgId: MMSG-26390]
Action.c(212): web_url("glyphicons-halflings-regular-448c34a56d699c29117adc64c43affeb.woff2") started  	[MsgId: MMSG-26355]
Action.c(212): Resource "http://10.100.22.24:8181/signal/assets/glyphicons-halflings-regular-448c34a56d699c29117adc64c43affeb.woff2" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(223): web_url("dashboard_widget.hbs") started  	[MsgId: MMSG-26355]
Action.c(223): Resource "http://10.100.22.24:8181/signal/assets/app/pvs/hbs-templates/dashboard_widget.hbs" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(236): web_url("Material-Design-Iconic-Font-a2a1ba89e7f9d29f7d5aee76e8b9f7ab.woff") started  	[MsgId: MMSG-26355]
Action.c(236): Resource "http://10.100.22.24:8181/signal/assets/Material-Design-Iconic-Font-a2a1ba89e7f9d29f7d5aee76e8b9f7ab.woff?v=1.0.1" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(250): web_url("ahaByStatus") started  	[MsgId: MMSG-26355]
Action.c(250): Registering web_url("ahaByStatus") was successful  	[MsgId: MMSG-26390]
Action.c(259): web_url("aggAlertByStatus") started  	[MsgId: MMSG-26355]
Action.c(259): Registering web_url("aggAlertByStatus") was successful  	[MsgId: MMSG-26390]
Action.c(271): web_url("fontawesome-webfont-af7ae505a9eed503f8b8e6982036873e.woff2") started  	[MsgId: MMSG-26355]
Action.c(271): Resource "http://10.100.22.24:8181/signal/assets/fontawesome-webfont-af7ae505a9eed503f8b8e6982036873e.woff2?v=4.7.0" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(279): web_url("getProductByStatus") started  	[MsgId: MMSG-26355]
Action.c(279): Registering web_url("getProductByStatus") was successful  	[MsgId: MMSG-26390]
Action.c(291): web_url("materialdesignicons-webfont-d1bdfb3838e2f78edf1ede85f56eabc9.woff2") started  	[MsgId: MMSG-26355]
Action.c(291): Resource "http://10.100.22.24:8181/signal/assets/mdi-fonts/fonts/materialdesignicons-webfont-d1bdfb3838e2f78edf1ede85f56eabc9.woff2?v=3.2.89" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(299): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(299): web_concurrent_end was successful, 3305 body bytes, 1232 header bytes, 32 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(308): web_add_header("X-CSRF-TOKEN") started  	[MsgId: MMSG-26355]
Action.c(308): web_add_header("X-CSRF-TOKEN") was successful  	[MsgId: MMSG-26392]
Action.c(311): web_submit_data("events") started  	[MsgId: MMSG-26355]
Action.c(311): web_submit_data("events") was successful, 2100 body bytes, 287 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(323): web_remove_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(323): Warning -26590: web_remove/revert_auto_header for "X-Requested-With" had no effect  	[MsgId: MWAR-26590]
Action.c(323): web_remove/revert_auto_header("X-Requested-With") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(325): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(325): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(328): web_url("info") started  	[MsgId: MMSG-26355]
Action.c(328): Registering web_url("info") was successful  	[MsgId: MMSG-26390]
Action.c(362): web_url("favicon-2ba00fd40faca3ac3c2e810a7412bceb.ico") started  	[MsgId: MMSG-26355]
Action.c(362): Resource "http://10.100.22.24:8181/signal/assets/favicon-2ba00fd40faca3ac3c2e810a7412bceb.ico" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(376): web_url("signalList") started  	[MsgId: MMSG-26355]
Action.c(376): Registering web_url("signalList") was successful  	[MsgId: MMSG-26390]
Action.c(388): web_url("getProductByStatus_2") started  	[MsgId: MMSG-26355]
Action.c(388): Registering web_url("getProductByStatus_2") was successful  	[MsgId: MMSG-26390]
Action.c(402): web_url("actionList") started  	[MsgId: MMSG-26355]
Action.c(402): Registering web_url("actionList") was successful  	[MsgId: MMSG-26390]
Action.c(414): web_url("caseByStatus") started  	[MsgId: MMSG-26355]
Action.c(414): Registering web_url("caseByStatus") was successful  	[MsgId: MMSG-26390]
Action.c(423): web_url("sideBar") started  	[MsgId: MMSG-26355]
Action.c(423): Registering web_url("sideBar") was successful  	[MsgId: MMSG-26390]
Action.c(432): web_url("alertByDueDate") started  	[MsgId: MMSG-26355]
Action.c(432): Registering web_url("alertByDueDate") was successful  	[MsgId: MMSG-26390]
Action.c(444): web_url("alertList") started  	[MsgId: MMSG-26355]
Action.c(444): Registering web_url("alertList") was successful  	[MsgId: MMSG-26390]
Action.c(453): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(453): web_concurrent_end was successful, 7111 body bytes, 2359 header bytes, 91 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(456): Notify: Transaction "02_Login" ended with a "Pass" status (Duration: 6.7082 Wasted Time: 0.0442).
Action.c(458): lr_think_time: 17.27 seconds (recorded think time was 3.00 seconds).
Action.c(460): Notify: Transaction "03_TriggeredAlertsEVDASReview" started.
Action.c(462): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(462): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(464): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(464): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(467): web_add_header("X-CSRF-TOKEN") started  	[MsgId: MMSG-26355]
Action.c(467): web_add_header("X-CSRF-TOKEN") was successful  	[MsgId: MMSG-26392]
Action.c(470): web_submit_data("saveDashboardConfig") started  	[MsgId: MMSG-26355]
Action.c(470): web_submit_data("saveDashboardConfig") was successful, 4 body bytes, 280 header bytes, 10 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(486): web_remove_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(486): Warning -26590: web_remove/revert_auto_header for "X-Requested-With" had no effect  	[MsgId: MWAR-26590]
Action.c(486): web_remove/revert_auto_header("X-Requested-With") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(488): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(488): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(491): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(491): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(494): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(494): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(497): web_url("review") started  	[MsgId: MMSG-26355]
Action.c(497): Registered web_reg_find successful for "Text=EVDAS Review" (count=4)  	[MsgId: MMSG-26364]
Action.c(497): web_url("review") was successful, 40490 body bytes, 305 header bytes, 45 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(506): web_websocket_close started  	[MsgId: MMSG-26355]
Action.c(506): Warning -35046: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35046]
Action.c(506): web_websocket_close highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(510): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(510): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(512): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(512): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(514): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(514): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(516): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(516): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(519): web_add_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(519): web_add_auto_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(522): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(522): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(524): web_url("priorities") started  	[MsgId: MMSG-26355]
Action.c(524): Registering web_url("priorities") was successful  	[MsgId: MMSG-26390]
Action.c(533): web_url("workflowState") started  	[MsgId: MMSG-26355]
Action.c(533): Registering web_url("workflowState") was successful  	[MsgId: MMSG-26390]
Action.c(544): web_url("info_2") started  	[MsgId: MMSG-26355]
Action.c(544): Registering web_url("info_2") was successful  	[MsgId: MMSG-26390]
Action.c(561): web_url("listConfig") started  	[MsgId: MMSG-26355]
Action.c(561): Registering web_url("listConfig") was successful  	[MsgId: MMSG-26390]
Action.c(592): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(592): web_concurrent_end was successful, 1095 body bytes, 1508 header bytes, 44 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(595): Notify: Transaction "03_TriggeredAlertsEVDASReview" ended with a "Pass" status (Duration: 2.9439 Wasted Time: 0.0243).
Action.c(597): lr_think_time: 12.81 seconds (recorded think time was 3.00 seconds).
Action.c(599): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(599): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(601): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(601): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(605): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(605): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(607): Notify: Transaction "04_TriggeredAlertsAdhocReview" started.
Action.c(609): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(609): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(611): web_remove_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(611): Previous automatically added web header for "X-Requested-With" removed  	[MsgId: MMSG-26587]
Action.c(611): web_remove/revert_auto_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(613): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(613): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(616): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(616): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(619): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(619): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(622): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(622): Warning -27123: Pending web_reg_save_param/web_reg_find/web_create_html_param/web_create_html_param_ex request(s) before web_concurrent_start apply to the first Action function within the group, not to the entire group  	[MsgId: MWAR-27123]
Action.c(622): web_concurrent_start highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(624): web_url("index") started  	[MsgId: MMSG-26355]
Action.c(624): Registering web_url("index") was successful  	[MsgId: MMSG-26390]
Action.c(649): web_url("viewColumnInfo") started  	[MsgId: MMSG-26355]
Action.c(649): Registering web_url("viewColumnInfo") was successful  	[MsgId: MMSG-26390]
Action.c(658): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(658): Registered web_reg_find successful for "Text=Adhoc Alert" (count=2)  	[MsgId: MMSG-26364]
Action.c(658): web_concurrent_end was successful, 102061 body bytes, 592 header bytes, 120 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(660): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(660): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(663): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(663): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(666): web_add_header("X-CSRF-TOKEN") started  	[MsgId: MMSG-26355]
Action.c(666): web_add_header("X-CSRF-TOKEN") was successful  	[MsgId: MMSG-26392]
Action.c(669): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(669): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(671): web_custom_request("list") started  	[MsgId: MMSG-26355]
Action.c(671): Registering web_custom_request("list") was successful  	[MsgId: MMSG-26390]
Action.c(691): web_url("info_3") started  	[MsgId: MMSG-26355]
Action.c(691): Registering web_url("info_3") was successful  	[MsgId: MMSG-26390]
Action.c(700): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(700): web_concurrent_end was successful, 116 body bytes, 637 header bytes, 22 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(728): Notify: Transaction "04_TriggeredAlertsAdhocReview" ended with a "Pass" status (Duration: 3.0837 Wasted Time: 0.0202).
Action.c(730): lr_think_time: 13.50 seconds (recorded think time was 3.00 seconds).
Action.c(734): Notify: Transaction "05_TriggeredAlertsLiteratureReview" started.
Action.c(736): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(736): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(738): web_remove_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(738): Warning -26590: web_remove/revert_auto_header for "X-Requested-With" had no effect  	[MsgId: MWAR-26590]
Action.c(738): web_remove/revert_auto_header("X-Requested-With") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(740): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(740): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(743): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(743): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(746): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(746): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(749): web_url("details") started  	[MsgId: MMSG-26355]
Action.c(749): Registered web_reg_find successful for "Text=Literature Review" (count=3)  	[MsgId: MMSG-26364]
Action.c(749): web_url("details") was successful, 103833 body bytes, 305 header bytes, 109 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(758): web_websocket_close started  	[MsgId: MMSG-26355]
Action.c(758): Warning -35046: The WebSocket whose ID is "2" is not connected  	[MsgId: MWAR-35046]
Action.c(758): web_websocket_close highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(762): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(762): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(764): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(764): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(766): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(766): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(768): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(768): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(771): web_add_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(771): web_add_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(774): web_url("viewColumnInfo_2") started  	[MsgId: MMSG-26355]
Action.c(774): Connection to www.googleapis.com:443 closed after being inactive for 60 seconds, exceeding the "HTTP Keep-Alive timeout" Runtime Setting (60 seconds). URL="[None]"  	[MsgId: MMSG-27648]
Action.c(774): Connection to clients4.google.com:443 closed after being inactive for 60 seconds, exceeding the "HTTP Keep-Alive timeout" Runtime Setting (60 seconds). URL="[None]"  	[MsgId: MMSG-27648]
Action.c(774): web_url("viewColumnInfo_2") was successful, 1012 body bytes, 287 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(783): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(783): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(785): web_url("info_4") started  	[MsgId: MMSG-26355]
Action.c(785): Connection to accounts.google.com:443 closed after being inactive for 60 seconds, exceeding the "HTTP Keep-Alive timeout" Runtime Setting (60 seconds). URL="[None]"  	[MsgId: MMSG-27648]
Action.c(785): web_url("info_4") was successful, 78 body bytes, 350 header bytes, 11 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(794): web_add_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(794): web_add_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(799): web_remove_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(799): Previous automatically added web header for "Accept" removed  	[MsgId: MMSG-26587]
Action.c(799): web_remove/revert_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(801): web_add_header("Cache-Control") started  	[MsgId: MMSG-26355]
Action.c(801): web_add_header("Cache-Control") was successful  	[MsgId: MMSG-26392]
Action.c(804): web_add_header("Pragma") started  	[MsgId: MMSG-26355]
Action.c(804): web_add_header("Pragma") was successful  	[MsgId: MMSG-26392]
Action.c(807): web_add_header("Upgrade") started  	[MsgId: MMSG-26355]
Action.c(807): web_add_header("Upgrade") was successful  	[MsgId: MMSG-26392]
Action.c(819): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(819): web_add_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(822): web_add_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(822): web_add_auto_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(825): web_url("literatureSearchAlertList") started  	[MsgId: MMSG-26355]
Action.c(825): web_url("literatureSearchAlertList") was successful, 31353 body bytes, 287 header bytes, 37 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(841): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(841): web_add_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(844): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(844): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(846): web_url("priority.hbs") started  	[MsgId: MMSG-26355]
Action.c(846): Resource "http://10.100.22.24:8181/signal/assets/app/pvs/hbs-templates/priority.hbs" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
